04-11-2022,Neutral
,
04-11-2022,Neutral
,
04-11-2022,Happy
2022-11-04,Happy
2022-11-04,Happy
2022-11-04,Neutral
2022-11-04,Surprised
2022-11-09,Happy
2022-11-13,Happy
2022-11-13,Fearful
2022-11-22,Happy
2022-12-16,Happy
2022-12-16,Neutral
2023-01-04,Happy
